timestamp,amount
1504224000,329.2574820688687
1504224900,326.94014346717637
1504225800,329.3052724218556
1504226700,313.66997198753506
1504227600,271.5745469160505
1504228500,323.70352338150855
1504229400,316.6503220983399
1504230300,320.0718474271249
1504231200,348.9901169409051
1504232100,346.0911394415171
1504233000,356.6334746893166
1504233900,303.13077546292635
1504234800,280.8792983524308
1504235700,358.9735581614626
1504236600,330.6252292428293
1504237500,374.28351700897474
1504238400,333.3243349809624
1504239300,332.9113118356408
1504240200,335.3101669122404
1504241100,366.8730425091227
1504242000,345.01010156271394
1504242900,325.5180121846996
1504243800,301.9390236837243
1504244700,350.42026558492546
1504245600,341.7982426217897
1504246500,361.39044769880553
1504247400,335.6326158765024
1504248300,338.1523727628233
1504249200,371.708928708366
1504250100,318.8685163061268
1504251000,319.1148698889719
1504251900,310.2982163679333
1504252800,355.06008245116885
1504253700,309.6259547780166
1504254600,319.2767610029779
1504255500,353.8813473349557
1504256400,375.52543236488134
1504257300,368.74473407952297
1504258200,326.6287193057756
1504259100,324.2840538571037
1504260000,287.4957021130553
1504260900,300.80246462858935
1504261800,349.44619741803433
1504262700,322.8766145491341
1504263600,324.9181719767937
1504264500,332.1690243002745
1504265400,339.03357098974584
1504266300,353.906786869798
1504267200,334.29354548724586
1504268100,315.06671728380326
1504269000,332.2619673731142
1504269900,365.8900365618716
1504270800,334.6159844459212
1504271700,360.9683926438445
1504272600,351.6037526010409
1504273500,325.61124779673116
1504274400,366.50242511477114
1504275300,315.95627549316697
1504276200,315.3169518259421
1504277100,353.63882339878865
1504278000,323.41062672020416
1504278900,334.23925564422956
1504279800,338.594290403373
1504280700,326.1137222985021
1504281600,342.78978627201656
1504282500,302.0102531244233
1504283400,317.5592330839503
1504284300,359.7612614732798
1504285200,268.8285337405291
1504286100,297.73451965822096
1504287000,344.99946675250317
1504287900,299.7689650585621
1504288800,381.6397158526196
1504289700,353.4750989833235
1504290600,320.26345310845613
1504291500,326.3163255330478
1504292400,321.2012406499313
1504293300,336.3750875056391
1504294200,346.22610813759104
1504295100,341.33756024143923
1504296000,358.06155723995283
1504296900,304.5425092083615
1504297800,348.6834403681532
1504298700,333.9547187571759
1504299600,290.52191213359356
1504300500,327.74472817174325
1504301400,330.65319051263003
1504302300,335.3988528713697
1504303200,362.7538679846813
1504304100,337.73117090388826
1504305000,300.7669858696222
1504305900,321.72881261912147
1504306800,331.8868265055212
1504307700,351.6504172347041
1504308600,290.4893908778113
1504309500,316.0499592035997
1504310400,373.6979269027377
1504311300,414.2591402485733
1504312200,408.2897451969763
1504313100,391.92335660074224
1504314000,422.7829564880313
1504314900,411.20776058143326
1504315800,401.5878574389501
1504316700,365.3138093973763
1504317600,385.2762891799284
1504318500,377.04613602513825
1504319400,377.92481303403343
1504320300,378.1280448120725
1504321200,394.1797813136649
1504322100,416.9987154875277
1504323000,381.42569245207847
1504323900,376.2066749501552
1504324800,402.2126958029043
1504325700,374.3659079823232
1504326600,399.6821300503473
1504327500,367.5662438761471
1504328400,393.5883150630815
1504329300,412.7681262641834
1504330200,411.28295406779034
1504331100,402.89656419168614
1504332000,384.8281497341471
1504332900,408.04672627076474
1504333800,399.75622649670424
1504334700,371.47206509405413
1504335600,392.49725809451894
1504336500,393.84232664044714
1504337400,333.34762736086356
1504338300,418.16212802364754
1504339200,404.7928759420886
1504340100,412.59841897510694
1504341000,425.1154305260245
1504341900,372.16236610310546
1504342800,373.33349110493265
1504343700,376.60161604817273
1504344600,433.63848775367774
1504345500,405.2332473717963
1504346400,428.16686763060255
1504347300,431.2261660720962
1504348200,383.6055939359452
1504349100,370.9898216894767
1504350000,382.8239928985255
1504350900,332.0354046729513
1504351800,420.50241334196136
1504352700,410.1705723952411
1504353600,387.20812405303093
1504354500,386.32044061247404
1504355400,392.5616831485686
1504356300,395.35253481657134
1504357200,398.44829879579106
1504358100,378.7825790495753
1504359000,367.7662226236994
1504359900,433.64081708521337
1504360800,387.1069821018997
1504361700,419.3770363069291
1504362600,390.3556329110311
1504363500,418.3118286056217
1504364400,375.5564871014092
1504365300,376.18498138117087
1504366200,400.10291989902356
1504367100,387.1169123221018
1504368000,396.8535062024996
1504368900,358.79390469089367
1504369800,381.00808861276033
1504370700,387.84888611626434
1504371600,427.9750563477631
1504372500,416.3491528452285
1504373400,406.21566951332693
1504374300,406.03690070226867
1504375200,382.1462817667
1504376100,365.6945423677288
1504377000,343.9611173281336
1504377900,411.585106709407
1504378800,408.32956009862676
1504379700,396.110069177464
1504380600,373.4621860600573
1504381500,377.68822689269064
1504382400,413.75891887918317
1504383300,381.04507249414337
1504384200,377.4382207074248
1504385100,394.698489886883
1504386000,372.40596715349056
1504386900,403.57137949090685
1504387800,366.54216172595784
1504388700,430.8289420180258
1504389600,369.47124371757246
1504390500,381.64975014010935
1504391400,425.3751564382661
1504392300,419.265989151484
1504393200,433.2506038422922
1504394100,387.4797966063854
1504395000,335.1855440992284
1504395900,407.1339052290026
1504396800,437.9038728325342
1504397700,433.8183151800495
1504398600,460.50731658958455
1504399500,418.8586877944081
1504400400,470.67324157914993
1504401300,442.37977677152696
1504402200,436.122328617119
1504403100,452.6256000337835
1504404000,485.31698751835336
1504404900,499.4975352370112
1504405800,449.68297859220274
1504406700,457.14703786857274
1504407600,455.90524524468583
1504408500,450.75639354031796
1504409400,456.9860294034234
1504410300,442.94257838458765
1504411200,456.56737643141105
1504412100,441.2986844996743
1504413000,410.75651042404036
1504413900,460.0819796262424
1504414800,424.0259192408871
1504415700,449.98120461641446
1504416600,480.41258420759175
1504417500,470.4539462032406
1504418400,466.3806071568168
1504419300,420.8540005773559
1504420200,430.66805207705823
1504421100,430.49580676429196
1504422000,435.7196770278214
1504422900,478.57170447194926
1504423800,419.69987204837173
1504424700,441.9849559548736
1504425600,450.5965669383802
1504426500,440.62479687182054
1504427400,427.30004351196874
1504428300,460.2465341303035
1504429200,444.99183951192913
1504430100,431.82192402274137
1504431000,426.9109530608596
1504431900,440.3226564638081
1504432800,454.5718387255866
1504433700,441.94668918252967
1504434600,416.7453129163025
1504435500,417.4345757639264
1504436400,455.9664865685951
1504437300,501.5125206800261
1504438200,453.8312270271367
1504439100,466.8834079148365
1504440000,434.7302287068911
1504440900,421.9190395205441
1504441800,465.5755392159882
1504442700,425.65952447150664
1504443600,472.5729083993167
1504444500,475.5319124709032
1504445400,435.5404533755453
1504446300,448.8349708158386
1504447200,470.96937697717266
1504448100,494.96170203820384
1504449000,458.53754105984467
1504449900,451.29883789467794
1504450800,424.48400559387414
1504451700,456.42644761157965
1504452600,433.990075597471
1504453500,444.03106730477447
1504454400,424.11957172142
1504455300,444.5754243509125
1504456200,479.9863414354387
1504457100,481.2193246070792
1504458000,454.1343545684362
1504458900,454.2475064372212
1504459800,475.924294792037
1504460700,470.4575705560392
1504461600,453.70748169083396
1504462500,435.71688249083047
1504463400,450.55669641419445
1504464300,444.6908292222733
1504465200,457.4715358371732
1504466100,453.9108396002273
1504467000,430.1058465169194
1504467900,449.4535280408426
1504468800,482.60628574202633
1504469700,418.4810031563374
1504470600,427.24987505333854
1504471500,453.9387177526456
1504472400,455.9606718311463
1504473300,478.17110501792433
1504474200,450.6197271476574
1504475100,449.5939017673627
1504476000,430.2565768628667
1504476900,433.1812322787648
1504477800,435.2899103561507
1504478700,430.72348646708576
1504479600,443.8460176986468
1504480500,455.5662981489945
1504481400,440.5317374580748
1504482300,433.9803570106309
1504483200,309.4891745436816
1504484100,314.8228437703531
1504485000,381.7963062417228
1504485900,348.1326733472106
1504486800,353.72408998387937
1504487700,357.23094834998125
1504488600,350.0106744150206
1504489500,326.09068139037527
1504490400,341.5686072598968
1504491300,334.309520425214
1504492200,308.14755574480176
1504493100,347.4897467579547
1504494000,383.6215238301753
1504494900,324.0337103771142
1504495800,307.3509943118108
1504496700,296.2367934891695
1504497600,378.0615537486068
1504498500,336.08001487826596
1504499400,360.11702042213165
1504500300,358.26902264477656
1504501200,321.54216306409097
1504502100,321.20242931955516
1504503000,346.78764926474304
1504503900,347.6478144631488
1504504800,342.8117199691051
1504505700,311.0605637832538
1504506600,338.8404535516406
1504507500,346.5647012224987
1504508400,290.19871278853174
1504509300,306.48116363381735
1504510200,361.88697010810586
1504511100,329.2441798751328
1504512000,302.34506888952666
1504512900,318.11349000706616
1504513800,322.22678644078627
1504514700,367.30091501056813
1504515600,315.619383987725
1504516500,315.95666573184377
1504517400,336.5409396299797
1504518300,297.0248627719934
1504519200,352.8055458495285
1504520100,356.7364887893367
1504521000,351.5016558864786
1504521900,328.9910637186863
1504522800,290.73757884020995
1504523700,315.71306124050835
1504524600,354.82083874111976
1504525500,310.3774621093838
1504526400,339.37990159255264
1504527300,367.5841722842925
1504528200,339.2486672648977
1504529100,350.2407655960586
1504530000,348.17777725330393
1504530900,329.1353293385988
1504531800,350.11428517886566
1504532700,333.26766831653464
1504533600,338.588051118282
1504534500,342.9204674579742
1504535400,358.9841275619638
1504536300,366.8114930584898
1504537200,348.297357553383
1504538100,361.8642937342667
1504539000,349.49090707697854
1504539900,340.8639364471499
1504540800,372.8503611041969
1504541700,331.7856153183756
1504542600,334.29769510897665
1504543500,332.5777082019973
1504544400,316.7381836162032
1504545300,342.8806627615417
1504546200,286.1526528409735
1504547100,300.53275936956584
1504548000,348.6793428591393
1504548900,361.4749142076203
1504549800,343.23604360954096
1504550700,306.835009423104
1504551600,299.9547400115673
1504552500,314.4043779646673
1504553400,299.1730468919781
1504554300,283.88652396983673
1504555200,332.323836279862
1504556100,320.86352185012134
1504557000,314.95783822269374
1504557900,365.6409365841179
1504558800,316.21223099907013
1504559700,319.20714987634915
1504560600,303.31114864062727
1504561500,322.7815237156544
1504562400,324.2373976544162
1504563300,316.5911659074603
1504564200,307.296756336772
1504565100,335.55249823212864
1504566000,324.39052844930086
1504566900,337.0264134315826
1504567800,333.9666793853053
1504568700,294.78621081952247
1504569600,328.70544721609656
1504570500,348.5921854784783
1504571400,306.48813477512164
1504572300,341.07907878177787
1504573200,316.88032364600025
1504574100,304.3688274880721
1504575000,331.24862078760225
1504575900,322.23032724124585
1504576800,313.19549639875584
1504577700,341.4523142510754
1504578600,351.24267127478356
1504579500,342.97830984782706
1504580400,336.14125200801595
1504581300,337.4455193671065
1504582200,291.7457495737336
1504583100,367.0810898279922
1504584000,322.7333552678009
1504584900,324.5065393749216
1504585800,327.56809145376735
1504586700,312.39258186414605
1504587600,316.43013355968185
1504588500,338.4222280604018
1504589400,297.9307730454237
1504590300,360.4116836059119
1504591200,330.0948482718044
1504592100,331.5866495584031
1504593000,297.3018897850935
1504593900,312.8538949976842
1504594800,325.5163828863288
1504595700,332.9901418877324
1504596600,291.10048500321204
1504597500,344.09458600047566
1504598400,334.71622764021373
1504599300,312.2181472035789
1504600200,339.46537451726255
1504601100,320.21558873843884
1504602000,347.3411628355223
1504602900,297.99427058854747
1504603800,331.8327030156794
1504604700,300.25613450677577
1504605600,270.56017575183193
1504606500,363.97439902572773
1504607400,360.30987604474694
1504608300,341.22243198375617
1504609200,319.1621615735504
1504610100,332.9681540939138
1504611000,318.29681365418986
1504611900,340.39592412710647
1504612800,338.76669662835565
1504613700,323.48945171212983
1504614600,352.0101753002322
1504615500,320.2537085773135
1504616400,317.03500830331944
1504617300,351.9138641920168
1504618200,354.7751945875351
1504619100,329.7408967738703
1504620000,309.5667145553726
1504620900,298.8886703903987
1504621800,292.0592683385664
1504622700,337.74960142880457
1504623600,306.09227413581544
1504624500,350.8405013509906
1504625400,301.87091330440103
1504626300,313.1002355173754
1504627200,358.08313291726387
1504628100,332.3952128401705
1504629000,278.99937728470144
1504629900,318.4391970932083
1504630800,347.2644242782962
1504631700,352.3711051232615
1504632600,333.110395186051
1504633500,347.325019308541
1504634400,343.25111129964984
1504635300,325.0929615080043
1504636200,326.4639115471602
1504637100,351.54615062024914
1504638000,302.87052459026967
1504638900,349.83941083671255
1504639800,348.7234423816118
1504640700,378.55684815469886
1504641600,317.15747558539164
